Sentence,Emotion,Cleaned_Sentence
tấu hài cực mạnh,Disgust,tấu hài cực mạnh
con đĩ mất dại . trời đánh tránh bữa ăn nha con ml,Anger,con đĩ mất dại trời_đánh tránh bữa ăn nha con ml
cười xĩu,Enjoyment,cười xĩu
mẹ nó chứ xem xong mình khóc hết cả nước mắt,Sadness,mẹ nó chứ xem xong mình khóc hết cả nước_mắt
có tiền chưa mà đòi,Disgust,có tiền chưa mà đòi
"một hình ảnh hay nhưng một loại âm thanh rất chối tai , câu đầu tiên đã chửi thể và tiếp theo cũng vậy , rất vô văn hóa .",Disgust,một hình_ảnh hay nhưng một loại âm_thanh rất chối tai câu_đầu_tiên đã chửi thể và tiếp_theo cũng vậy rất vô văn_hóa
mình chụp mấy lần liền chả thấy bác sĩ cho mặc lớp áo gì cả 😭😭😭,Sadness,mình chụp mấy lần liền chả thấy bác_sĩ cho mặc lớp áo gì cả icon_buon icon_buon icon_buon
thề đi ngoài đường giờ nhiều người lớn cứ nghĩ mình mình già rồi thích đi như nào thì đi . xong quay sang chửi bọn thanh niên là đi đứng mất dạy này nọ . chán . mang tiếng người lớn mà cư xử chán đcđ .,Disgust,thề đi_ngoài đường giờ nhiều người_lớn cứ nghĩ mình mình già rồi thích đi như nào thì đi xong quay sang chửi bọn thanh_niên là đi_đứng mất_dạy này_nọ chán mang_tiếng người_lớn mà cư_xử chán đcđ
trường gửi điểm về và mẹ cũng điện chửi :(,Sadness,trường gửi điểm về và mẹ cũng điện chửi icon_buon
ngày nay bã đã thay cho thính :))),Other,ngày_nay bã đã thay cho thính icon_vui
thế sao tao hát tệ thế này,Other,thế sao tao hát tệ thế này
còn đồng nghiệp hãm lờ thì ...,Disgust,còn đồng_nghiệp hãm lờ thì
"nếu nói chị thảo tham thì chưa thoả đáng , vì ngay cả con chị cũng được niêm yết , định giá để “ chia chác ” ý kiến cá nhân mình , chỉ chia phần của chị và phần % của những người con sẽ được nhận vào 18 tuổi",Disgust,nếu nói chị thảo tham thì chưa thoả_đáng vì ngay cả con chị cũng được niêm_yết định_giá để chia_chác ý_kiến cá_nhân mình chỉ chia phần của chị và phần của những người con sẽ được nhận vào 18 tuổi
chỉ cần 1 cây hoa . nói lên tất cả .. hi,Enjoyment,chỉ cần 1 cây hoa nói lên tất_cả hi
ngày xưa đi học văn và toán chắc noa dưới trung bình hết,Disgust,ngày_xưa đi học văn và toán chắc noa dưới trung_bình hết
t lên facebook không phải để coi mấy cái thứ này 😪,Disgust,tao lên facebook không phải để coi mấy cái thứ này
dễ thương quá à ????????,Enjoyment,dễ_thương quá à
làm khách đi qua lại mắc mệt lun,Sadness,làm_khách đi qua_lại mắc mệt lun
trả lại tuổi thơ cho tao 😆,Other,trả lại tuổi_thơ cho tao icon_vui
để con mẹ mày tiếng bình thường nghe cho dễ . lại còn làm đéo đéo,Anger,để con_mẹ mày tiếng bình_thường nghe cho dễ lại còn làm đéo đéo
chỗ tao cũng có cây tình yêu < 3,Enjoyment,chỗ tao cũng có cây tình_yêu 3
ngày nào cũng bị tụi siêu thị hành không dưới 10 lần,Other,ngày nào cũng bị tụi siêu_thị hành không dưới 10 lần
qua câu chuyện này mong mọi người đừng có cái nhìn ác cảm về các anh csgt về việc hay núp lùm bắt xe nữa mà còn nghệ thuật ăn nói kể chuyện xạolin đẳng cấp 🙂🙂🙂,Disgust,qua câu_chuyện này mong mọi người đừng có cái nhìn ác_cảm về các anh csgt về việc hay núp lùm bắt xe nữa mà còn nghệ_thuật ăn_nói kể chuyện xạolin đẳng_cấp icon_vui icon_vui icon_vui
việc nhỏ như vậy mà hai con này hàng sử thiếu văn hóa quá quá,Disgust,việc nhỏ như vậy_mà hai con này hàng sử thiếu văn_hóa quá quá
thỉnh thoảng lại xem lại phim này quá hay và ý nghĩa,Enjoyment,thỉnh_thoảng lại xem_lại phim này quá hay và ý_nghĩa
"lúc đầu tưởng con ma , nó đi tẩy trang xong hiện nguyên hình đếu phải ma mà là con quỷ cái",Disgust,lúc đầu tưởng con ma nó đi tẩy_trang xong hiện nguyên_hình đếu phải ma mà là con quỷ cái
2 đg thẳng mãi mãi song song không bao giờ cắt nhau hix hix,Sadness,2 đg thẳng mãi_mãi song_song không bao_giờ cắt nhau hix hix
mai chơi trò hứng nước mà nóng quá chắc chơi vầy luôn,Other,mai chơi trò hứng nước mà nóng quá chắc chơi vầy luôn
per chơi với con trai riết nên giờ đéo có người yêu nổi vì tính tình không khác gì con trai,Sadness,per chơi với con_trai riết nên giờ đéo có người_yêu nổi vì tính_tình không khác gì con_trai
đm chơi mất dạy vãi . tưởng khúc cuối là gì dume làm giật mình 😒😒😒,Fear,chửi_thề chơi mất_dạy vãi tưởng khúc cuối là gì dume làm giật_mình icon_chankhet icon_chankhet icon_chankhet
"các bạn trẻ thấy cái gì cũng có mặt : giờ trái đất có , thử thách nhặt rác có , vứt rác bừa bãi có . toàn thấy các trẻ ( trâu ) tham gia .",Disgust,các bạn trẻ thấy cái gì cũng có_mặt giờ trái_đất có thử_thách nhặt rác có vứt rác bừa_bãi có toàn thấy các trẻ trâu tham_gia
chạy ngay đi 😱😱😱 sợ quá .,Fear,chạy ngay đi icon_loso icon_loso icon_loso sợ quá
"😔 tao không lấy chồng nữa , ở nhà nấu cơm cho mẹ , tao sợ lắm",Fear,icon_buon tao không lấy chồng nữa ở nhà nấu cơm cho mẹ tao sợ lắm
"bữa tao coi cái video này nhưng nó ghép nhạc bựa vãi ... mỗi lần mỗi anh té là first blood , double kill ,... các kiểu =))))",Enjoyment,bữa tao coi cái video này nhưng nó ghép nhạc bựa vãi mỗi lần mỗi anh té là first blood double kill các kiểu
chính xác ! chỉ cần đồng nghiệp tốt thì mọi ngày đi làm đều vui 😊😊😊,Enjoyment,chính_xác chỉ cần đồng_nghiệp tốt thì mọi ngày đi làm đều vui icon_vui icon_vui icon_vui
đơn giản nha .. cơm này ngon hơn cơm điện nhiều . không tin thì cứ thử,Enjoyment,đơn_giản nha cơm này ngon hơn cơm điện nhiều không tin thì cứ thử
làm công thì chấp nhận . chỉ trách khách không ý tứ chứ quyền gì cấm nó đem mấy cái này vào ... có trách thì trách bản thân không có khả năng làm việc khác ngoài làm nhân viên vệ sinh,Disgust,làm_công thì chấp_nhận chỉ trách khách không ý_tứ chứ quyền gì cấm nó đem mấy cái này vào có trách thì trách bản_thân không có khả_năng làm_việc khác ngoài làm nhân_viên vệ_sinh
per anh tập gym cho to để như thế nào ư : ))),Surprise,per anh tập gym cho to để như thế_nào ư
nhìn cái đống lúa phơi mưa ướt nhẹp ma ghép cười được .,Other,nhìn cái đống lúa phơi mưa ướt nhẹp ma ghép cười được
đã sáng suốt hơn năm ngoái nhiều . ka ka,Enjoyment,đã sáng_suốt hơn năm_ngoái nhiều ka ka
vậy nếu mình lên cơn điên và giết người khác thì nỗi đau gấp bội phải không ?,Anger,vậy nếu mình lên_cơn điên và giết người khác thì nỗi đau gấp_bội phải không
lòng đường là để giao thông chứ để nhà các bác đỗ xe à ?,Anger,lòng_đường là để giao_thông chứ để nhà các bác đỗ xe à
mình không áo mưa rồi 😞,Sadness,mình không áo_mưa rồi icon_buon
giọng không nhìn màn hình tao tưởng là ông bà già nào trên 60 tuổi đang nói á .,Other,giọng không nhìn màn_hình tao tưởng là ông bà_già nào trên 60 tuổi đang nói á
nhưng nói thì cứ bảo hay than thở 😢,Sadness,nhưng nói thì cứ bảo hay than_thở icon_buon
xiaolin không có gì vui . chúng ta không nên xiaolin 🙄🙄,Disgust,xiaolin không có gì vui chúng_ta không nên xiaolin icon_chankhet icon_chankhet
còn tao mỗi lần cắt tóc là y như rằng … nó tệ vãi :(,Sadness,còn tao mỗi lần cắt tóc là y_như_rằng nó tệ vãi icon_buon
được . đỡ tốn 5 nghìn,Enjoyment,được đỡ tốn 5 nghìn
"replay chục lần đoạn cuối , phê quá",Enjoyment,replay chục lần đoạn cuối phê quá
đáng yêu quá ! tình yêu ông bà thật đẹp !,Enjoyment,đáng yêu quá tình_yêu ông_bà thật đẹp
đứng tim luôn,Fear,đứng_tim luôn
vì bạn chỉ là con trai nắng hoặc em gái mưa thô :(,Sadness,vì bạn chỉ là con_trai nắng hoặc em_gái mưa thô icon_buon
đau nếu còn nghĩ về nhau thì hãy quay về bên nhau :)),Sadness,đau nếu còn nghĩ về nhau thì hãy quay về bên nhau icon_vui
nhấp mẹ miếng da chính giữa 2 lỗ rồi lấy muỗng múc là xong,Other,nhấp mẹ miếng da chính giữa 2 lỗ rồi lấy muỗng múc là xong
tư cách của người hành nghề,Other,tư_cách của người hành_nghề
đéo bít sợ là gì đến lúc chết lại đổ cho tại số,Disgust,đéo bít sợ là gì đến lúc chết lại đổ cho tại số
chỉ mong thương nhau đến đầu bạc răng long . vậy là đủ 👌,Enjoyment,chỉ mong thương nhau đến đầu bạc răng long vậy là đủ
khi gặp được người đem lại cảm giác bình yên mà từ trước đến giờ chưa từng có .,Other,khi gặp được người đem lại cảm_giác bình_yên mà từ trước đến giờ chưa từng có
"bên đó cậu sao rồi , có hay cười nữa không ?",Other,bên đó cậu sao rồi có hay cười nữa không
"con gái ăn nói kiểu gì vậy trời , mình rất ghét con gái nói tục chữi thề",Disgust,con_gái ăn_nói kiểu gì vậy trời mình rất ghét con_gái nói_tục chữi thề
"suốt ngày sân si , chia bè phái bốc phốt nhau mà khi nghe chia lớp theo tn - xh lại bảo buồn",Disgust,suốt ngày sân si chia bè_phái bốc phốt nhau mà khi nghe chia lớp theo tn xh lại bảo buồn
"thú vui mới , thay vì chọc chó thì ghẹo ngỗng cho nó dí =))))",Enjoyment,thú_vui mới thay_vì chọc chó thì ghẹo ngỗng cho nó dí
có lẽ vậy là tốt nhất,Sadness,có_lẽ vậy là tốt nhất
tận cùng của nỗi đau 😑😑😑,Sadness,tận_cùng của nỗi đau
chị dâu thì vãi rồi,Disgust,chị dâu thì vãi rồi
nhờ mất bạn nên mình mới biết 😂😂😂😂,Enjoyment,nhờ mất bạn nên mình mới biết icon_vui icon_vui icon_vui icon_vui
con quan rồi lại thành quan . chỉ dân mãi là kẻ bần hàn,Other,con quan rồi lại thành quan chỉ dân mãi là kẻ bần_hàn
kinh khủng,Fear,kinh_khủng
cưng quá mà,Enjoyment,cưng quá mà
xiên chết cụ nó đi,Anger,xiên chết cụ nó đi
khi nào nha anh sẽ lắp hả per,Other,khi nào nha anh sẽ lắp hả per
cưng vãi ấy,Enjoyment,cưng vãi ấy
lớp chúng mình rất rất vui anh em ta chan hòa tình thân =))),Enjoyment,lớp chúng_mình rất rất vui anh_em ta chan hòa tình thân
tinh trùng của người ngoài hành tinh thật đáng sợ 👏🏻👏🏻👏🏻,Fear,tinh_trùng của người_ngoài hành_tinh thật đáng sợ
tội em vợ thế :(,Sadness,tội em vợ thế icon_buon
ơ hoá ra là em à :(( lâu quá không gặp,Surprise,ơ hoá_ra là em à icon_buon lâu quá không gặp
ko nên nhé các cụ .... hãy cho họ 1 cơ hội ... hãy nhìn sự việc từ nhiều khía cạnh khác nhau,Other,không nên nhé các cụ hãy cho họ 1 cơ_hội hãy nhìn sự_việc từ nhiều khía_cạnh khác nhau
bắt ve cho nó điiii . trông khổ quá,Sadness,bắt ve cho nó đi trông khổ quá
hic . nhiều khi thấy bả ngu thiệc chứ kp đùa 😂,Disgust,hic nhiều khi thấy bả ngu thiệc chứ kp đùa icon_vui
rất chuẩn hãy sống làm người cơn luôn luôn co hiểu thảo với cha mẹ của mình nhé moi người ơi,Enjoyment,rất chuẩn hãy sống làm người cơn luôn_luôn co hiểu thảo với cha_mẹ của mình nhé moi người ơi
sao không ghé quán rồi nhờ người nhà cầm nón qua cho :))) tự làm khó mình vậy,Other,sao không ghé quán rồi nhờ người_nhà cầm nón qua cho icon_vui tự làm_khó mình vậy
con xe thần thánh . chạy hơn 50 năm chưa nát =))),Enjoyment,con xe thần_thánh chạy hơn 50 năm chưa nát
có người yêu thì vẫn ăn bánh trung thu nhé . bánh trung thu là thứ tồn tại duy nhất . có em hay không không quan trọng,Other,có người_yêu thì vẫn ăn bánh trung_thu nhé bánh trung_thu là thứ tồn_tại duy_nhất có em hay không không quan_trọng
đã từng . hix,Sadness,đã từng hix
chắc là năm lớp 4 5 gì đó :)) tao mua bánh kẹo đem vô lớp bán lẻ lại ... mỗi lần đem bán như vậy chắc cũng kiếm được lãi 2 - 30k 😂,Enjoyment,chắc là năm lớp 4 5 gì đó icon_vui tao mua bánh kẹo đem vô lớp bán_lẻ lại mỗi lần đem bán như_vậy chắc cũng kiếm được lãi 2 30k icon_vui
có cái con cặc .. chúng mày chỉ diễn thôi đúng không . dume chỉ diễn thôi .. :'(,Disgust,có cái con cặc chúng_mày chỉ diễn thôi đúng không dume chỉ diễn thôi
nháy mắt cũng đáng yêu kkkk,Enjoyment,nháy_mắt cũng đáng yêu_k
nghĩ cũng tội mà thôi cũng kệ,Other,nghĩ cũng tội mà thôi cũng kệ
trẻ trâu chấp nó làm gì,Disgust,trẻ trâu chấp nó làm gì
bắc sơn lạng sơn đang cháy khô rồi mưa cái gì chứ 😠,Other,bắc sơn lạng sơn đang cháy khô rồi mưa cái gì chứ icon_tucgian
per chị ơi còn học được cả tiếng anh nữa luôn này :v hịn quá,Enjoyment,per chị ơi còn học được cả tiếng anh nữa luôn này v hịn quá
"cổ nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở thành người tốt , nhưng gv nghiêm khắc thì lại phản đối . thật không thể hiểu nổi .",Anger,cổ_nhân có câu thương cho roi cho vọt ghét cho ngọt cho bùi muốn con trở_thành người tốt nhưng gv nghiêm_khắc thì lại phản_đối thật không_thể hiểu nổi
biết nấu cơm bếp củi từ lớp 2_3 gì đó,Enjoyment,biết nấu cơm bếp củi từ lớp 2_3 gì đó
dạ đây là chị gái em nha không phải chồng đâu ạ người trong hình là em huhu ?,Sadness,dạ đây là chị gái em nha không phải chồng đâu ạ người trong hình là em huhu
giỏi thật chứ đùa . biểu cảm gần như 90 % chuẩn mẹ rồi . thằng quay và edit cũng ghê luôn . nhảy cũng tốt ra phét chứ -.- ác thật,Enjoyment,giỏi thật chứ đùa biểu_cảm gần như 90 chuẩn mẹ rồi thằng quay và edit cũng ghê luôn nhảy cũng tốt ra phét chứ ác thật
